"primary_key","object_id","product_family_id","product_family_name","product_family_number","laststreameddate","study","study_description","product_or_material_description","study_status","active","stability_study_type","protocol_number","batch_number","manufacture_date","manufacture_location","packaging_site","packaging_date","initiated_site","stability_site","start_date","shelf_life"
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0b13-701e-b14d-2c3fc44859da-12-$record.itemnumber","01927d09-0b13-701e-b14d-2c3fc44859da","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-230608,JNJ6372 CNTO4424 DP MM#466768 Lot#NBS5M TV-TEC-256704,Specifications for amivantamab-SC25R FVP lead development stability batches,A,Y,Monitoring,TEC-256704,NBS5M,Fri Feb 24 00:00:00 EST 2023,"JSC (Cilag AG), F2P2, Schaffhausen, Switzerland",,,Cork_API-L,Cork_API-L,Fri Feb 24 01:00:00 EST 2023,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0b15-725b-9a90-345329420b05-12-$record.itemnumber","01927d09-0b15-725b-9a90-345329420b05","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-241233,CNTO-4424-3184314-563475--TV-TEC-283113--TV-FRM-49110-12-0-0004,JNJ-61186372 (CNTO4424 Gen 2),A,Y,Process Valdation,TV-TEC-283113,"3184314",Mon Jun 10 00:00:00 EDT 2024,Samsung,,,Leiden_API-L,Leiden_API-L,Fri Apr 12 00:00:00 EDT 2024,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0b15-799f-9c16-fc4cd43062f5-12-$record.itemnumber","01927d09-0b15-799f-9c16-fc4cd43062f5","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-241232,AMIVANTAMAB-3184313-563475--TV-TEC-283113--TV-FRM-49110-12-0-0003,JNJ-61186372 (CNTO4424 Gen 2),A,Y,Process Valdation,TV-TEC-283113,"3184313",Fri Jun 07 00:00:00 EDT 2024,Samsung,,,Leiden_API-L,Leiden_API-L,Fri Apr 12 00:00:00 EDT 2024,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0b16-78d7-9a23-6a82b21d3005-12-$record.itemnumber","01927d09-0b16-78d7-9a23-6a82b21d3005","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-241234,CNTO-4424-3184315-563475--TV-TEC-283113--TV-FRM-49110-11-0-0020,JNJ-61186372 (CNTO4424 Gen 2),A,Y,Process Valdation,TV-TEC-283113,"3184315",Sat Jun 15 00:00:00 EDT 2024,Samsung,,,Leiden_API-L,Leiden_API-L,Fri Apr 12 00:00:00 EDT 2024,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0b17-7e40-a9b8-a8e8fdecd05c-12-$record.itemnumber","01927d09-0b17-7e40-a9b8-a8e8fdecd05c","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-241235,CNTO-4424-3184316-563475--TV-TEC-283113--TV-FRM-49110-12-0-0016,JNJ-61186372 (CNTO4424 Gen 2),A,Y,Process Validation,TV-TEC-283113,"3184316",Wed Jun 19 00:00:00 EDT 2024,Samsung,,,Leiden_API-L,Leiden_API-L,Fri Apr 12 00:00:00 EDT 2024,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0b23-70cf-9af3-f36b3b7e0f8c-12-$record.itemnumber","01927d09-0b23-70cf-9af3-f36b3b7e0f8c","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-241317,JNJ-6372 CNTO4424 DS MM#309890 Lot#984292C TV-TEC-209640 LS FT,"4424 Cork CLIN FB 8kg RTP G1 160g/L",A,Y,Freeze-Thaw Study,TEC-209640,"984292C",Wed Aug 18 00:00:00 EDT 2021,Cork JSI ,,,Cork_API-L,Cork_API-L,Fri Aug 23 01:00:00 EDT 2024,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0b28-714c-9d22-6b04c6ee172a-12-$record.itemnumber","01927d09-0b28-714c-9d22-6b04c6ee172a","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-241352,AMIVANTAMAB -466946-PGS6S--TV-TEC-294264--TV-FRM-49110-12-0-0015,AMI SC SP4 CLIN VIAL 15ML OI+BPACK,A,Y,Process Validation,TV-TEC-294264,PGS6S,Tue Jul 23 00:00:00 EDT 2024,Cilag,,,Leiden_API-L,Leiden_API-L,Fri Jun 28 00:00:00 EDT 2024,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0b28-739b-9818-e1459c99c3c6-12-$record.itemnumber","01927d09-0b28-739b-9818-e1459c99c3c6","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-241359,AMIVANTAMAB-466946-PGS7U--TV-TEC-294264--TV-FRM-49110-12-0-0017,AMI SC SP4 CLIN VIAL 15ML OI+BPACK,A,Y,Process Validation,TV-TEC-294264,PGS7U,Mon Jul 29 00:00:00 EDT 2024,Cilag,,,Leiden_API-L,Leiden_API-L,Fri Jun 28 00:00:00 EDT 2024,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0b29-7a0a-aacf-7a97b670c861-12-$record.itemnumber","01927d09-0b29-7a0a-aacf-7a97b670c861","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-241361,AMIVANTAMAB-466948-PGS7T--TV-TEC-294264--TV-FRM-49110-12-0-0012,AMI SC SP4 CLIN VIAL 22ML OI+BPACK,A,Y,Process Validation,TV-TEC-294264,PGS7T,Mon Jul 29 00:00:00 EDT 2024,Cilag,,,Leiden_API-L,Leiden_API-L,Fri Jun 28 00:00:00 EDT 2024,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0b29-7f3d-a545-4c64e2328ad7-12-$record.itemnumber","01927d09-0b29-7f3d-a545-4c64e2328ad7","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-241360,AMIVANTAMAB-466948-PGS6R--TV-TEC-294264--TV-FRM-49110-12-0-0011,AMI SC SP4 CLIN VIAL 22ML OI+BPACK,A,Y,Process Validation,TV-TEC-294264,PGS6R,Tue Jul 23 00:00:00 EDT 2024,Cilag,,,Leiden_API-L,Leiden_API-L,Fri Jun 28 00:00:00 EDT 2024,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0b2b-7714-8add-0d54e6ba414f-12-$record.itemnumber","01927d09-0b2b-7714-8add-0d54e6ba414f","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-230117,JNJ6372 CNTO4424 DS MM#310817 Lot#350035C TV-TEC-252106,Ami Cork DSP1 FB 65kg SBL P2 G2 160g/L,A,Y,Monitoring,TEC-252106,"350035C",Tue Jan 24 00:00:00 EST 2023,"Janssen Sciences Ireland UC, Cork",,,Cork_API-L,Cork_API-L,Tue Jan 24 01:00:00 EST 2023,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0b2e-75fb-9e36-eca9b0321ad0-12-$record.itemnumber","01927d09-0b2e-75fb-9e36-eca9b0321ad0","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-231147,AMIVANTAMAB-310817-359319C--TV-TEC-255379--TV-FRM-49110-8-0-0162,Ami Cork DSP1 FB 65kg SBL P2 G2 160g/L,A,Y,Process Validation,TV-TEC-255379,"359319C",Tue Jun 13 00:00:00 EDT 2023,Cork_API-L,,,Leiden_API-L,Leiden_API-L,Fri May 05 00:00:00 EDT 2023,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0b35-765b-a79b-b7ac51e3778a-12-$record.itemnumber","01927d09-0b35-765b-a79b-b7ac51e3778a","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-231903,AMIVANTAMAB-466848-NKS2K--TV-TEC-276360--TV-FRM-49110-10-0-0005,CNTO 4424 FJ 50MG/ML VIAL COMM. OI+BPACK,A,Y,Process Valdation,TV-TEC-276360,NKS2K,Thu Nov 02 00:00:00 EDT 2023,Schaffhausen Pharma,,,Leiden_API-L,Leiden_API-L,Wed Nov 08 00:00:00 EST 2023,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0b3b-7479-b840-cd6bb76a7865-12-$record.itemnumber","01927d09-0b3b-7479-b840-cd6bb76a7865","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-212263,JNJ6372 CNTO4424 Sub Q FB MM#309890 LOT#984292C TV-TEC-209638 Freeze/Thaw,"4424 Cork CLIN FB 8kg RTP G1 160g/L",A,Y,Freeze-Thaw Study,TEC-209638,"984292C",Wed Aug 18 00:00:00 EDT 2021,Cork_API-L,,,Cork_API-L,Cork_API-L,Thu Nov 18 01:00:00 EST 2021,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0b3c-7430-befb-7e4764bd08c2-12-$record.itemnumber","01927d09-0b3c-7430-befb-7e4764bd08c2","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-241424,AMIVANTAMAB-466948-PHS42--TV-TEC-294264--TV-FRM-49110-12-0-0030,AMI SC SP4 CLIN VIAL 22ML OI+BPACK,A,Y,Process Validation,TV-TEC-294264,PHS42,Tue Aug 13 00:00:00 EDT 2024,Schaffhausen Pharma,,,Leiden_API-L,Leiden_API-L,Fri Jun 28 00:00:00 EDT 2024,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0b3e-7594-b728-80f8fe7cd149-12-$record.itemnumber","01927d09-0b3e-7594-b728-80f8fe7cd149","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-241425,AMIVANTAMAB-466946-PHS43--TV-TEC-294264--TV-FRM-49110-12-0-0029,AMI SC SP4 CLIN VIAL 15ML OI+BPACK,A,Y,Process Validation,TV-TEC-294264,PHS43,Wed Aug 14 00:00:00 EDT 2024,Schaffhausen Pharma,,,Leiden_API-L,Leiden_API-L,Fri Jun 28 00:00:00 EDT 2024,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0b42-7fd1-a17c-89d0b58d7c0b-12-$record.itemnumber","01927d09-0b42-7fd1-a17c-89d0b58d7c0b","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-231393,AMIVANTAMAB-466778-NGS71--TV-TEC-261890--TV-FRM-49110-9-0-0004,AMI SC SP2 CLIN. VIAL 10ML OI+BPACK,A,Y,Process Validation,TV-TEC-261890,NGS71,Tue Jul 25 00:00:00 EDT 2023,Schaffhausen Pharma,,,Leiden_API-L,Leiden_API-L,Tue Jun 06 00:00:00 EDT 2023,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0b43-7cd2-b47d-b41840134fa3-12-$record.itemnumber","01927d09-0b43-7cd2-b47d-b41840134fa3","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-231391,AMIVANTAMAB-466778-NGS4V--TV-TEC-261890--TV-FRM-49110-8-0-0195,AMI SC SP2 CLIN. VIAL 10ML OI+BPACK,A,Y,Process Validation,TV-TEC-261890,NGS4V,Wed Jul 19 00:00:00 EDT 2023,Schaffhausen Pharma,,,Leiden_API-L,Leiden_API-L,Wed Jun 07 00:00:00 EDT 2023,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0b46-76dd-b094-ccdd3776ae23-12-$record.itemnumber","01927d09-0b46-76dd-b094-ccdd3776ae23","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-231299,AMIVANTAMAB-466778-NFS5U--TV-TEC-261890--TV-FRM-49110-8-0-0180,JNJ-61186372 SubQ Gen2 Low Volume Fill (10.0mL),A,Y,Process Validation,TV-TEC-261890,NFS5U,Wed Jun 28 00:00:00 EDT 2023,Schaffhausen Pharma,,,Leiden_API-L,Leiden_API-L,Wed Jun 07 00:00:00 EDT 2023,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0b46-7e34-9957-717a5764a868-12-$record.itemnumber","01927d09-0b46-7e34-9957-717a5764a868","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-231300,AMIVANTAMAB-466780-NFS5J--TV-TEC-261893--TV-FRM-49110-8-0-0181,JNJ-61186372 SubQ Gen2 High Volume Fill (14.0mL),A,Y,Process Validation,TV-TEC-261893,NFS5J,Tue Jun 27 00:00:00 EDT 2023,Schaffhausen Pharma,,,Leiden_API-L,Leiden_API-L,Wed Jun 07 00:00:00 EDT 2023,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0b47-71a3-94af-be3a46383329-12-$record.itemnumber","01927d09-0b47-71a3-94af-be3a46383329","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-231788,AMIVANTAMAB-466780-NJS3W--TV-TEC-273085--TV-FRM-49110-9-0-0035,JNJ-61186372 SubQ Gen2 High Volume Fill (14.0mL),A,Y,Monitoring,TV-TEC-273085,NJS3W,Thu Oct 12 00:00:00 EDT 2023,Schaffhausen Pharma,,,Leiden_API-L,Leiden_API-L,Thu Oct 05 00:00:00 EDT 2023,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0b47-744b-a8fb-b62099f28d7d-12-$record.itemnumber","01927d09-0b47-744b-a8fb-b62099f28d7d","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-231099,AMIVANTAMAB-310817-358462C--TV-TEC-255379--TV-FRM-49110-8-0-0123,Ami Cork DSP1 FB 65kg SBL P2 G2 160g/L,A,Y,Process Validation,TV-TEC-255379,"358462C",Sat May 27 00:00:00 EDT 2023,Cork_API-L,,,Leiden_API-L,Leiden_API-L,Fri May 05 00:00:00 EDT 2023,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0b47-76dd-9487-0af0c5dae661-12-$record.itemnumber","01927d09-0b47-76dd-9487-0af0c5dae661","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-230934,AMIVANTAMAB-310817-358176C--TV-TEC-255379--TV-FRM-49110-8-0-0140,Ami Cork DSP1 FB 65kg SBL P2 G2 160g/L,A,Y,Process Validation,TV-TEC-255379,"358176C",Fri May 19 00:00:00 EDT 2023,Cork_API-L,,,Leiden_API-L,Leiden_API-L,Fri May 05 00:00:00 EDT 2023,
"0196d464-3975-777f-ab23-66b462ab14d4-019342c1-06a8-7355-8727-8f75f5d9983a-12-$record.itemnumber","019342c1-06a8-7355-8727-8f75f5d9983a","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-241754,AMIVANTAMAB-PJS4N-466576--TV-TEC-299342--TV-FRM-49110-12-00056,AMI SC SP4 CLIN VIAL 10ML OI+BPACK,A,Y,Monitoring,TV-TEC-299342,PJS4N,Thu Oct 17 00:00:00 EDT 2024,Schaffhausen Pharma,,,Leiden_API-L,Leiden_API-L,Mon Oct 07 00:00:00 EDT 2024,
"0196d464-3975-777f-ab23-66b462ab14d4-019342c1-06a8-7428-8da2-74e9113d7e5a-12-$record.itemnumber","019342c1-06a8-7428-8da2-74e9113d7e5a","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-241753, AMIVANTAMAB-PJS4P-466577--TV-TEC-299342--TV-FRM-49110-12-0-0073,AMI SC SP4 CLIN VIAL 14ML OI+BPACK,A,Y,Monitoring,TV-TEC-299342,PJS4P,Thu Oct 17 00:00:00 EDT 2024,Schaffhausen Pharma,,,Leiden_API-L,Leiden_API-L,Mon Oct 07 00:00:00 EDT 2024,
"0196d464-3975-777f-ab23-66b462ab14d4-019342c1-06a9-703e-b49a-1108320ace49-12-$record.itemnumber","019342c1-06a9-703e-b49a-1108320ace49","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-241748,AMIVANTAMAB-PJS3B 466577--TV-TEC-299342--TV-FRM-49110-12-0-0071,AMI SC SP4 CLIN VIAL 14ML OI+BPACK,A,Y,Monitoring,TV-TEC-299342,PJS3B,Thu Oct 10 00:00:00 EDT 2024,Schaffhausen Pharma,,,Leiden_API-L,Leiden_API-L,Mon Oct 07 00:00:00 EDT 2024,
"0196d464-3975-777f-ab23-66b462ab14d4-019342c1-06a9-729f-8b5d-423de8db37e0-12-$record.itemnumber","019342c1-06a9-729f-8b5d-423de8db37e0","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-241751,AMIVANTAMAB-PJS4M-466577--TV-TEC-299342--TV-FRM-49110-12-0-0064,AMI SC SP4 CLIN VIAL 14ML OI+BPACK,A,Y,Monitoring,TV-TEC-299342,PJS4M,Tue Oct 15 00:00:00 EDT 2024,Schaffhausen Pharma,,,Leiden_API-L,Leiden_API-L,Mon Oct 07 00:00:00 EDT 2024,
"0196d464-3975-777f-ab23-66b462ab14d4-019342c1-06a9-777a-a3af-b00ce98eb07e-12-$record.itemnumber","019342c1-06a9-777a-a3af-b00ce98eb07e","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-241752,AMIVANTAMAB-PJS4L-466576--TV-TEC-299342--TV-FRM-49110-12-0-0063,AMI SC SP4 CLIN VIAL 10ML OI+BPACK,A,Y,Monitoring,TV-TEC-299342,PJS4L,Wed Oct 16 00:00:00 EDT 2024,Schaffhausen Pharma,,,Leiden_API-L,Leiden_API-L,Mon Oct 07 00:00:00 EDT 2024,
"0196d464-3975-777f-ab23-66b462ab14d4-019342c1-06a9-785e-b5d0-77a03932ca4d-12-$record.itemnumber","019342c1-06a9-785e-b5d0-77a03932ca4d","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-241749,AMIVANTAMAB-PJS3P-466576--TV-TEC-299342--TV-FRM-49110-12-0-0062,AMI SC SP4 CLIN VIAL 10ML OI+BPACK,A,Y,Monitoring,TV-TEC-299342,PJS3P,Thu Oct 10 00:00:00 EDT 2024,Schaffhausen Pharma,,,Leiden_API-L,Leiden_API-L,Mon Oct 07 00:00:00 EDT 2024,
"0196d464-3975-777f-ab23-66b462ab14d4-0194bf9b-4408-75c3-a322-9430a9b47428-12-$record.itemnumber","0194bf9b-4408-75c3-a322-9430a9b47428","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-250162,CNTO 4424-309491-393819C--TV-TEC-190846--TV-FRM-49110-12-0-0097,"4424 Cork FB 20kg RTP G1 50g/L",A,Y,Annual,TV-TEC-190846,"393819C",Sun Jan 19 00:00:00 EST 2025,Cork_API-L,,,Leiden_API-L,Leiden_API-L,Wed Oct 02 00:00:00 EDT 2024,
"0196d464-3975-777f-ab23-66b462ab14d4-0196a378-d695-736f-8abb-664fa4bc4232-12-$record.itemnumber","0196a378-d695-736f-8abb-664fa4bc4232","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-250614,AMIVANTAMAB-505510C-310927--TV-TEC-190846--TV-FRM-49110-12-0-0138,"4424 Cork FB 30kg FDBD L2/T3 G1 50g/L",A,Y,Annual,TV-TEC-190846,"505510C",Sun Apr 13 00:00:00 EDT 2025,Cork_API-L,,,Leiden_API-L,Leiden_API-L,Wed Oct 02 00:00:00 EDT 2024,
