"primary_key","object_id","product_family_id","product_family_name","product_family_number","laststreameddate","itemref","spec_id","version","product_or_material_description","version_status","spec_name","notes","common","local_ref","create_by","approved_by","approval_reason","smd_reference","make_current","analysis","measurement","concatenate_cqa","limit_type_id","limit_1","limit_2","units","stability"
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276bd-9db7-7a14-8855-a4ad0f21850a-123-Spec-00043112|2|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276bd-9db7-7a14-8855-a4ad0f21850a","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00043112|2|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00043112,"2","AMIVANTAMAB SC DRUG PRODUCT (1600, 2240 MG) LABORATORY SPECIFICATIONS - STAB",A,"AMIVANTAMAB SC DRUG PRODUCT (1600, 2240 MG) LABORATORY SPECIFICATIONS - STAB","MSriniv4- 27-Aug-2024 - CAPA 001651- Color of Solution by Instrument-Updated Specification
-To include the parameter list IC COLOR INST SAMPLE-3NC 3T 3L.
-To replace method reference from TV-SOP-41700, TV-TMD-00748, TV-TMD-34698  to   TV-SOP-41700, TV-TMD-00748 for the parameter list COLOUR SOLUTION-3LIST",,,msriniv4,SKuijla2,GQS Reviewed/Approved,TV-SPEC-69985,Thu Sep 12 08:28:00 EDT 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,T
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276bd-d369-737d-95d2-e1670a2b6c67-123-Spec-00024378|11|25N|OLIGOSACCHARIDE MAP : Component 15|CHAR|>|-99999|||%","019276bd-d369-737d-95d2-e1670a2b6c67","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00024378|11|25N|OLIGOSACCHARIDE MAP : Component 15|CHAR|>|-99999|||%,Spec-00024378,"11",JNJ-61186372 (CNTO 4424) 50 mg/mL Formulated Bulk,A,Specification and Justification of Specifications for Clinical JNJ-61186372 (CNTO 4424) 50 mg/mL Formulated Bulk (Global MM# 309278),TASK000018098914  loriord2 Cork_API-L 21Aug19- Replaced CIEF (v1) 9N 1LIST 4 with CIEF (v1) 8N 1LIST 6  ,,,loriord2,loconno5,,"TV-SPEC-50156, DS-SPE-34672",Tue Sep 03 15:18:03 EDT 2019,OLIGOSACCHARIDE MAP,Component 15,OLIGOSACCHARIDE MAP : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276bd-e219-7587-92ed-4a5391c1eb95-123-Spec-00040098|12|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276bd-e219-7587-92ed-4a5391c1eb95","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040098|12|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040098,"12",JNJ-61186372 SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DP - STAB,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DRUG PRODUCT - STAB,"dpriyada (GVW) - 12/Mar/2024 - LM - Update of specification as per LCRF.
1. Updated Worksheet Template for applicable parameter lists.",,,dpriyada,mari1,Reviewed and Approved,TV-SPEC-67180,Thu Mar 14 21:18:39 EDT 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,T
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276be-1915-7e5c-97f6-2a2c025069d4-123-Spec-00040113|6|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276be-1915-7e5c-97f6-2a2c025069d4","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|6|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040113,"6",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DP,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DRUG PRODUCT - RELEASE,"03-Nov-2023-MSriniv4(GVW)-ETS 2296937-Updated Specification to replace parameter lists- IC VFP STG2 -1D 2C 2L with IC VFP STG2.1-1D 2C 2L    and IC VFP STG3-1D 2C 2L with IC VFP STG3.1-1D 2C 2L.",,,msriniv4,tlinack,ETS 2296937,"TV-SPEC-67180, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-66430, TV-SPEC-69985, TV-SPEC-54413, TV-SPEC-61505",Tue Nov 14 06:00:00 EST 2023,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276be-379f-717d-8f6e-2bf806df7cb7-123-Spec-00040113|5|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276be-379f-717d-8f6e-2bf806df7cb7","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|5|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040113,"5",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DP,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DRUG PRODUCT - RELEASE,"18Oct2023 Mcolli34 (eLIMS Global) As per Memo TV-TEC-275696, Leiden_API-L added for backup release testing.

1) Added parameters COLOUR SOLUTION 3LIST, TURBIDITY 1 1N, CIEF (v1) 7N 1LIST 4, CIEF UNKNOWN (v1) 3U - 1TEXT 2N, PARTICULATE MATTER 6 (v1) 8N, PARTICULATE MATTER 1 (v1) 6N , IC A280 SAMPLE 1 (v1) 6N 4NC, OD280 C (v1) 5N 3NC, BIOASSAY (v1) 2N, BIOASSAY 1 (v1) 2N, PH20 ACTIVITY 1 (v1) 1N, SE-HPLC (v1) 3N, CSDS REDUCED (v1) 2N 1LIST 3, NEW PEAKS (v1) 1U, IMPURITY (v1) 1U, CSDS NON-REDUCED (v1) 2N 1LIST 1, NEW PEAKS 1 (v1) 1U, IMPURITY 1 (v1) 1U, STERILITY (v1) 1LIST 1, 
BIOASSAY 2 (v1) 2N, MULTI ATTR PEP MAP (v1) 5N, POLYSORBATE 80 1 (v1) 1N, MICRO ID LM (v1) 3 COMP 2 LIST 1 TEXT, DIL CSDS R C12 (v1) 1N 1LIST 4NC, DIL CSDS NR C11 (v1) 1N 1LIST 4NC, DIL REF CIEF C (v2) 1N 1LIST 6NC, DILUTION SEC HPLC C (v2) 2N 4NC for site Leiden_API-L

2) Added site Leiden_API-L to parameters IC PH MEASUREMENT, POLYSORBATE 80 1N, PEPTIDE MAPPING (v1) 15N, IC SUBVIS 11 (v1) 3N 8NC 5DATE 1T 1L

3) Updated INT limits for parameter IC PH MEASUREMENT (v1) 2TEXT 3N",,,Mcolli34,tshah1,Reviewed and Approved.,"TV-SPEC-67180, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-66430, TV-SPEC-69985, TV-SPEC-54413, TV-SPEC-61505",Wed Oct 18 21:22:00 EDT 2023,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276bf-150c-7cdf-b487-4bfe8f1adbfe-123-Spec-00023860|8|25N|OLIGOSACCHARIDE MAP : Component 15|CHAR|>|-99999|||%","019276bf-150c-7cdf-b487-4bfe8f1adbfe","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00023860|8|25N|OLIGOSACCHARIDE MAP : Component 15|CHAR|>|-99999|||%,Spec-00023860,"8","JNJ-61186372, CNTO 4424 FVP Development 50mg/ml Formulation B",A,"JNJ-61186372, CNTO 4424 FVP Development 50mg/ml Formulation B Acceptance Criteria","loriord2 Cork_API-L 25Nov19-  > Updated Method References for TURBIDITY (v1) 1 NTU, CSDS REDUCED (v1) CNTO4424 2N 1LIST, CSDS NON REDUCED (v1) CNTO4424 2N 1LIST, SE-HPLC (v1) 3N, CIEF (v1) 7N 1LIST 4, OD280 C1 (v1) 5N 3NC and BIOASSAY 13 (v1) 2N  > Replaced CIEF (v1) 8N 1LIST 6 with CIEF (v1) 7N 1LIST 4 ",,,loriord2,loconno5,,,Tue Nov 26 15:20:41 EST 2019,OLIGOSACCHARIDE MAP,Component 15,OLIGOSACCHARIDE MAP : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276bf-2c3c-7f7e-ba9a-e108bf0c5e1b-123-Spec-00040113|25|15N|PEPTIDE MAPPING : Component 15|CHAR 2|Not In|-99999|||%","019276bf-2c3c-7f7e-ba9a-e108bf0c5e1b","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|25|15N|PEPTIDE MAPPING : Component 15|CHAR 2|Not In|-99999|||%,Spec-00040113,"25",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - RELEASE - (SC),"25-Sept-2024 tlinack (SC) - Update of specification as per ETS 2295290+2370055
1. Update SMD Reference from TV-TEC-250649 v4.0 to TV-TEC-250649 v5.0 at the INH and IPC 2 Limit Type",,,tlinack,lwerner3,lwerner3 - 27-Sep-2024 - ETS: 2295290 + 2370055  ,"TV-SPEC-67180, TV-SPEC-54413, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-61505, TV-SPEC-66430, TV-SPEC-69985",Fri Sep 27 09:38:12 EDT 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR 2,Not In -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276bf-3763-7264-ba71-5cb8694f92b2-123-Spec-00040113|25|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276bf-3763-7264-ba71-5cb8694f92b2","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|25|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040113,"25",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - RELEASE - (SC),"25-Sept-2024 tlinack (SC) - Update of specification as per ETS 2295290+2370055
1. Update SMD Reference from TV-TEC-250649 v4.0 to TV-TEC-250649 v5.0 at the INH and IPC 2 Limit Type",,,tlinack,lwerner3,lwerner3 - 27-Sep-2024 - ETS: 2295290 + 2370055  ,"TV-SPEC-67180, TV-SPEC-54413, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-61505, TV-SPEC-66430, TV-SPEC-69985",Fri Sep 27 09:38:12 EDT 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276bf-4206-73df-8168-a4a182009ce5-123-Spec-00040113|25|15N|PEPTIDE MAPPING : Component 15|CHAR 1|Not In|-99999|||%","019276bf-4206-73df-8168-a4a182009ce5","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|25|15N|PEPTIDE MAPPING : Component 15|CHAR 1|Not In|-99999|||%,Spec-00040113,"25",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - RELEASE - (SC),"25-Sept-2024 tlinack (SC) - Update of specification as per ETS 2295290+2370055
1. Update SMD Reference from TV-TEC-250649 v4.0 to TV-TEC-250649 v5.0 at the INH and IPC 2 Limit Type",,,tlinack,lwerner3,lwerner3 - 27-Sep-2024 - ETS: 2295290 + 2370055  ,"TV-SPEC-67180, TV-SPEC-54413, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-61505, TV-SPEC-66430, TV-SPEC-69985",Fri Sep 27 09:38:12 EDT 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR 1,Not In -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276bf-42d6-7762-9832-632eae9ebeb4-123-Spec-00039784|16|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276bf-42d6-7762-9832-632eae9ebeb4","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00039784|16|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00039784,"16",JNJ-61186372 160 MG/ML GEN2 SBL/CORK PPQ FORMULATED BULK (MM#310817; A3E/563475),A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB 160 MG/ML GEN2 SBL/CORK AND SBL-P4 PPQ AND POST-PPQ FORMULATED BULK   (GLOBAL MM#310817; A3E/563475),"PKuruva (GVW) - 13/Aug/2024 - Update of specification as per LCRF.
1. Updated CoA Translation for SE-HPLC parameter list.",,,pkuruva,tshah1,Reviewed/Approved.,TV-SPEC-67179,Mon Aug 19 12:12:00 EDT 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-0192b73a-9a7a-785d-9bdf-e31867a7a77d-123-Spec-00043112|6|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","0192b73a-9a7a-785d-9bdf-e31867a7a77d","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00043112|6|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00043112,"6","AMIVANTAMAB SC DRUG PRODUCT (1600, 2240 MG) LABORATORY SPECIFICATIONS - STAB",A,"AMIVANTAMAB SC DRUG PRODUCT (1600, 2240 MG) LABORATORY SPECIFICATIONS - STAB","22-OCT-2024 - NC10(GVW) - NC-022573-Updated Specification
-To replace the parameter list BIOASSAY-2N with IC BIOASSAY SAC ST1-1LIST 13N 1NC and IC BIOASSAY SAC ST2-1LIST 11N 14NC
-To replace the parameter list BIOASSAY 1-2N with IC CMET BIND SAC-7N 1NC
-To replace the Parameter list SUBVIS-10N 2LIST 6NC 4DATE with PARTICULATE MATTER 1-6N
-To update the LME Templatefor  CSDS NON-REDUCED-2N 1LIST 1, IMPURITY 1-1U, NEW PEAKS1-1U with EL-LB-CSDSNON-CNTO4424-Gen2
-To add technique as Gel Electrophoresis for CSDS NON-REDUCED-2N 1LIST 1.",,,NC10,Mcolli34,Reviewed/Approved as per LCRF,TV-SPEC-69985,Thu Oct 24 02:00:00 EDT 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,T
"01968265-dd3a-7ecf-97ba-98a42721ed68-0192b73a-9af5-7d28-94c1-3739e5e142cf-123-Spec-00040098|19|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","0192b73a-9af5-7d28-94c1-3739e5e142cf","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040098|19|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040098,"19",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - STAB,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - STAB,"22-OCT-2024 - NM29(GVW) - NC-022573 - Updated specification
-To add Worksheet ID WL-LB-PEPMAP-CNTO4424 and to Remove LME template EL-LB-MAMMAMID-CNTO4424-Gen2.
",,,NM29,Mcolli34,Reviewed/Approved as per LCRF,"TV-SPEC-69985, TV-SPEC-67180",Thu Oct 24 02:00:00 EDT 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,T
"01968265-dd3a-7ecf-97ba-98a42721ed68-0192b73a-9b1b-7938-ac0a-a5312662be6e-123-Spec-00040113|26|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","0192b73a-9b1b-7938-ac0a-a5312662be6e","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|26|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040113,"26",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - RELEASE - (SC),"Gchokkal (GVW) - 22/Oct/2024 - ETS CC 2339662 - Update of specification report as per LCRF.
1. Replaced parameter list IC DOTBLOT SAMPLE with IC DOTB SAMPLE CONC.
2. Replaced parameter list IC A280 SAMPLE with IC A280 SAMPLE CONC.

",,,Gchokkal,lwerner3,Correction #2339662 / LCRF,"TV-SPEC-67180, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-66430, TV-SPEC-69985, TV-SPEC-54413, TV-SPEC-61505",Thu Nov 07 00:00:00 EST 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-0192b73a-9c3a-7eda-8dde-0deb6938e802-123-Spec-00040113|26|15N|PEPTIDE MAPPING : Component 15|CHAR 2|Not In|-99999|||%","0192b73a-9c3a-7eda-8dde-0deb6938e802","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|26|15N|PEPTIDE MAPPING : Component 15|CHAR 2|Not In|-99999|||%,Spec-00040113,"26",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - RELEASE - (SC),"Gchokkal (GVW) - 22/Oct/2024 - ETS CC 2339662 - Update of specification report as per LCRF.
1. Replaced parameter list IC DOTBLOT SAMPLE with IC DOTB SAMPLE CONC.
2. Replaced parameter list IC A280 SAMPLE with IC A280 SAMPLE CONC.

",,,Gchokkal,lwerner3,Correction #2339662 / LCRF,"TV-SPEC-67180, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-66430, TV-SPEC-69985, TV-SPEC-54413, TV-SPEC-61505",Thu Nov 07 00:00:00 EST 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR 2,Not In -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-0192b73a-9cc1-7797-8e3e-596f33d65386-123-Spec-00040113|26|15N|PEPTIDE MAPPING : Component 15|CHAR 1|Not In|-99999|||%","0192b73a-9cc1-7797-8e3e-596f33d65386","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|26|15N|PEPTIDE MAPPING : Component 15|CHAR 1|Not In|-99999|||%,Spec-00040113,"26",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - RELEASE - (SC),"Gchokkal (GVW) - 22/Oct/2024 - ETS CC 2339662 - Update of specification report as per LCRF.
1. Replaced parameter list IC DOTBLOT SAMPLE with IC DOTB SAMPLE CONC.
2. Replaced parameter list IC A280 SAMPLE with IC A280 SAMPLE CONC.

",,,Gchokkal,lwerner3,Correction #2339662 / LCRF,"TV-SPEC-67180, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-66430, TV-SPEC-69985, TV-SPEC-54413, TV-SPEC-61505",Thu Nov 07 00:00:00 EST 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR 1,Not In -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019342c5-8c2e-7c6d-9556-a70f68fb616f-123-Spec-00043114|4|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019342c5-8c2e-7c6d-9556-a70f68fb616f","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00043114|4|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00043114,"4",AMIVANTAMAB 160 MG/ML DRUG SUBSTANCE LABORATORY SPECIFICATIONS,A,AMIVANTAMAB 160 MG/ML DRUG SUBSTANCE LABORATORY SPECIFICATIONS,"15NOV2024 nchadwi2 (GQS) - Per site request ""2024-11-15_TV-eFRM-10818 eLIMS CoE Master Data Request Input Form - signed- For Ticket 6332""
1. Updated CoA translation for IC A280 SAMPLE (v1) 6N 4NC component ""Protein Conc (Standard)""",,,nchadwi2,Mcolli34,Reviewed/Approved as per LCRF,TV-SPEC-69986,Fri Nov 15 12:05:01 EST 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019342c5-e000-721f-936c-e187ddcb8f0b-123-Spec-00043112|7|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019342c5-e000-721f-936c-e187ddcb8f0b","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00043112|7|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00043112,"7","AMIVANTAMAB SC DRUG PRODUCT (1600, 2240 MG) LABORATORY SPECIFICATIONS - STAB",A,"AMIVANTAMAB SC DRUG PRODUCT (1600, 2240 MG) LABORATORY SPECIFICATIONS - STAB","29-OCT-2024 - NM29(GVW) - Update Specification 
- To Add the Parameter list ID IC TURB AVG CV VERIF - 7N 7NC 
- To Add the LME Template EL-LB-Turbidity-Multiproduct for IC TURB AVG CV VERIF - 7N 7NC 
- To Add the Technique Visual inspection for IC TURB AVG CV VERIF - 7N 7NC
04-NOV-2024 - NM29(GVW) - Update Specification
- To Add the Parameter list ID IC SUBVIS 12 - 4N 8NC 5DATE 1TEXT
- To Add the LME Template EL-LB-SUBVIS New for ID IC SUBVIS 12 - 4N 8NC 5DATE 1TEXT
-To include GLO limit type for IC SUBVIS 12 - 4N 8NC 5DATE 1TEXT to populate the reporting components",,,NM29,SKuijla2,GQS Reviewed/Approved,TV-SPEC-69985,Wed Nov 13 15:04:00 EST 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,T
"01968265-dd3a-7ecf-97ba-98a42721ed68-019342c5-e6f1-7e46-83d2-fa72da9362fb-123-Spec-00040113|27|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019342c5-e6f1-7e46-83d2-fa72da9362fb","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|27|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040113,"27",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - RELEASE - (SC),"Gchokkal (GVW) - 11/Nov/2024 - ETS CC 2332614 - Update of specification report as per LCRF.
1. Removed parameter list IC SUBVIS 11.
2. Added parameter lists IC SUBVIS 12 for 10mL Vial /SP-70 2282024-0 / SP-70 1352024-1
3. Added parameter lists IC SUBVIS 12 A for 14mL Vial /SP-70 2292024-3 / SP-70 1652023-1
4. Added parameter lists IC SUBVIS 12 B for 15mL Vial /SP-70 1352024-0
5. Added parameter lists IC SUBVIS 12 C for 22mL Vial /SP-70 1352024-1
",,,Gchokkal,lwerner3,ETS CC 2332614,"TV-SPEC-67180, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-66430, TV-SPEC-69985, TV-SPEC-54413, TV-SPEC-71673, TV-SPEC-61505",Thu Nov 21 14:47:08 EST 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019342c5-e7d8-784a-a80c-735ae29afa0f-123-Spec-00040113|27|15N|PEPTIDE MAPPING : Component 15|CHAR 2|Not In|-99999|||%","019342c5-e7d8-784a-a80c-735ae29afa0f","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|27|15N|PEPTIDE MAPPING : Component 15|CHAR 2|Not In|-99999|||%,Spec-00040113,"27",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - RELEASE - (SC),"Gchokkal (GVW) - 11/Nov/2024 - ETS CC 2332614 - Update of specification report as per LCRF.
1. Removed parameter list IC SUBVIS 11.
2. Added parameter lists IC SUBVIS 12 for 10mL Vial /SP-70 2282024-0 / SP-70 1352024-1
3. Added parameter lists IC SUBVIS 12 A for 14mL Vial /SP-70 2292024-3 / SP-70 1652023-1
4. Added parameter lists IC SUBVIS 12 B for 15mL Vial /SP-70 1352024-0
5. Added parameter lists IC SUBVIS 12 C for 22mL Vial /SP-70 1352024-1
",,,Gchokkal,lwerner3,ETS CC 2332614,"TV-SPEC-67180, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-66430, TV-SPEC-69985, TV-SPEC-54413, TV-SPEC-71673, TV-SPEC-61505",Thu Nov 21 14:47:08 EST 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR 2,Not In -99999,,%,F
